"ID","Movies","Date","Genre","Rating","IMDB","Metacritic","Year","Director","Writer","Cast","Search","Budget","Revenue","Oscar"
"377","House Of Wax","28/10/2022","Horror","7","0","0","2005","Jaume Collet-Serra","Chad Hayes, Carey W. Hayes","Elisha Cuthbert, Chad Michael Murray, Brian Van Holt, Paris Hilton, Jared Padalecki, Robert Ri'chard, Jon Abrahams, Damon Herriman, Emma Lung, Herb Gains, Steve Richards, Bruce Berman",,"0","0",
"378","Halloween","05/11/2022","Holiday, Horror, Mystery & thriller","5","0","0","1978","John Carpenter","Debra Hill, John Carpenter","Donald Pleasence, Jamie Lee Curtis, Nancy Kyes, P.J. Soles, Charles Cyphers, Kyle Richards, Brian Andrews, Arthur Malet","Halloween nancy","0","0",
"379","Only God Forgives","12/11/2022","Crime, Drama, Mystery & thriller","6","0","0","2013","Nicolas Winding Refn","Nicolas Winding Refn","Ryan Gosling, Kristin Scott Thomas, Vithaya Pansringarm, Rhatha Phongam, Gordon Brown, Tom Burke, Byron Gibson, Pitchawat Petchayahon","only god forgive ryan","0","0",
"380","Nope","20/11/2022","Sci-fi, Horror, Mystery & thriller","7","0","0","2022","Jordan Peele","Jordan Peele","Daniel Kaluuya, Keke Palmer, Steven Yeun, Michael Wincott, Brandon Perea, Barbie Ferreira, Donna Mills, Jennifer Lafleur, Ryan W. Garcia, Wrenn Schmidt, Keith David, Devon Graye","Nope","0","0",
"381","Bullet Train","02/12/2022","Action, Comedy","6","0","0","2022","David Leitch","Zak Olkewicz","Brad Pitt, Joey King, Aaron Taylor-Johnson, Brian Tyree Henry, Andrew Koji, Hiroyuki Sanada, Michael Shannon, Bad Bunny, Sandra Bullock, Zazie Beetz, Masi Oka, Logan Lerman, Karen Fukuhara, Andrea Munoz","Bullet Train","0","0",
"382","Poker Face","23/12/2022","Mystery & thriller","5","0","0","2022","Russell Crowe","Stephen M. Coates, Russell Crowe","Russell Crowe, Liam Hemsworth, RZA, Elsa Pataky, Brooke Satchwell, Aden Young, Daniel MacPherson, Matt Nable, Lynn Gilmartin, Benedict Hardie, Steve Bastoni, Paul Tassone, Addam Bramich, Jack Thompson","Poker Face russel","0","0",
"383","Glass Onion","29/12/2022","Mystery & thriller, Comedy, Drama","8","0","0","2022","Rian Johnson","Rian Johnson","Daniel Craig, Ed Norton, Dave Bautista, Kate Hudson, Kathryn Hahn, Leslie Odom Jr., Janelle Monáe, Jessica Henwick, Madelyn Cline","Glass Onion craig","0","0",
"384","The Swimmers","06/01/2023","Drama, Biography, Sports","8","0","0","2022","Sally El Hosaini","Jack Thorne, Sally El Hosaini","Nathalie Issa, Manal Issa, Matthias Schweighöfer, Ahmed Malek, James Krishna Floyd, Nahel Tzegai, Kinda Alloush, Ali Suliman","swimmers issa manal","0","0",
"385","Indiana Jones And The Raiders Of The Lost Ark","07/01/2023","Adventure, Action","7","0","0","1981","Steven Spielberg","Lawrence Kasdan, George Lucas, Philip Kaufman","Harrison Ford, Karen Allen, Paul Freeman, Wolf Kahler, Ronald Lacey, John Rhys-Davies, Denholm Elliott, Anthony Higgins, Alfred Molina","Lost Ark indiana","0","0",
"386","The Game","15/01/2023","Mystery & thriller","8","0","0","1997","David Fincher","Michael Ferris, John D. Brancato","Michael Douglas, Sean Penn, Deborah Kara Unger, James Rebhorn, Peter Donat, Carroll Baker, Anna Katarina, Armin Mueller-Stahl, Steve Golin, Ceán Chaffin, Jonathan Mostow","The game penn douglas","0","0",
"387","The King","18/01/2023","History, Drama, Biography","8","0","0","2019","David Michôd","Joel Edgerton, David Michôd","Timothée Chalamet, Ben Mendelsohn, Joel Edgerton, Robert Pattinson, Dean-Charles Chapman, Sean Harris, Lily-Rose Depp, Thomasin McKenzie, Tom Glynn-Carney, Ivan Kaye, Andrew Havill, Nick Wittman, Steven Elder, Edward Ashley, Lucas Hansen, Philip Rosch","The king chalamet","0","0",
"388","The Lincoln Lawyer","27/01/2023","Crime, Drama, Mystery & thriller","7","0","0","2011","Brad Furman","John Romano","Matthew McConaughey, Marisa Tomei, Ryan Phillippe, Josh Lucas, William H. Macy, John Leguizamo, Michael Peña, Bob Gunton, Frances Fisher, Bryan Cranston, Trace Adkins, Laurence Mason, Margarita Levieva, Pell James, Shea Whigham, Katherine Moennig, Michael Paré, Michaela Conlin, Mackenzie Aladjem","lincoln lawyer mattew","0","0",
"389","Pinocchio","28/01/2023","Kids & family, Fantasy, Adventure, Comedy, Drama","5","0","0","2022","Robert Zemeckis","Robert Zemeckis, Chris Weitz","Tom Hanks, Benjamin Evan Ainsworth, Cynthia Erivo, Joseph Gordon-Levitt, Keegan-Michael Key, Lorraine Bracco, Luke Evans, Kyanne Lamaya, Giuseppe Battiston, Lewin Lloyd, Sheila Atim, Hannah Flynn, Aidan Towers","Pinocchio hanks","0","0",
"390","Dallas Buyers Club","04/02/2023","Drama, Lgbtq+","7","0","0","2013","Jean-Marc Vallée","Craig Borten, Melisa Wallack","Matthew McConaughey, Jennifer Garner, Jared Leto, Denis O'Hare, Steve Zahn, Michael O'Neill, Dallas Roberts, Griffin Dunne, Kevin Rankin",,"0","0",
"391","In Bruges","12/02/2023","Comedy, Drama, Action","5","0","0","2008","Martin McDonagh","Martin McDonagh","Colin Farrell, Brendan Gleeson, Ralph Fiennes, Ciarán Hinds, Clémence Poésy, Thekla Reuten, Jordan Prentice, Anna Madeley","In Bruges farell","0","0",
"392","Run","18/02/2023","Mystery & thriller","8","0","0","2021","Aneesh Chaganty","Aneesh Chaganty, Sev Ohanian","Sarah Paulson, Kiera Allen, Onalee Ames, Pat Healy, Carter Heintz, Clark Webster, Conan Hodgkinson, Erik Athavale, Bradley Sawatzky","run paulson","0","0",
"393","Haute Cuisine","25/02/2023","Comedy, Drama, Romance, Adventure","7","0","0","2013","Christian Vincent","Christian Vincent, Etienne Comar","Catherine Frot, Jean d'Ormesson, Hippolyte Girardot, Arthur Dupont, Jean-Marc Roulot, Arly Jover, Brice Fournier, Joe Sheridan, Philippe Uchan, Laurent Poitrenaux, Hervé Pierre","Haute Cuisine","0","0",
"394","Harry Potter 1","11/03/2023","Kids & family, Fantasy, Adventure","8","0","0","2001","Chris Columbus","Steve Kloves, J.K. Rowling","Daniel Radcliffe, Rupert Grint, Emma Watson, John Cleese, Robbie Coltrane, Warwick Davis, Richard Griffiths, Richard Harris, Ian Hart, John Hurt, Alan Rickman, Fiona Shaw, Maggie Smith, Julie Walters, Sean Biggerstaff, Zoë Wanamaker, David Bradley, Tom Felton, Harry Melling, Matthew Lewis","Harry Potter sorcerer","0","0",
"395","Top Gun: Maverick","25/03/2023","Action, Adventure","8","0","0","2022","Joseph Kosinski","Ehren Kruger, Eric Warren Singer, Christopher McQuarrie","Tom Cruise, Miles Teller, Jennifer Connelly, Jon Hamm, Glen Powell, Ed Harris, Val Kilmer, Lewis Pullman, Charles Parnell, Bashir Salahuddin, Monica Barbaro, Jay Ellis, Danny Ramirez, Greg Tarzan Davis, Jake Picking","top gun maverick","0","0",
"396","Luther: The Fallen Sun","31/03/2023","Crime, Drama, Mystery & thriller","7","0","0","2023","Jamie Payne","Neil Cross","Idris Elba, Andy Serkis, Cynthia Erivo, Dermot Crowley, Lauryn Ajufo, Andy Apollo, Nicola Achilleas","Luther The Fallen Sun","0","0",
"397","Elvis","08/04/2023","Biography, Drama, Music","9","0","0","2022","Baz Luhrmann","Baz Luhrmann, Sam Bromell, Craig Pearce, Jeremy Doner","Austin Butler, Tom Hanks, Helen Thomson, Richard Roxburgh, Olivia DeJonge, Luke Bracey, Natasha Bassett, David Wenham, Kelvin Harrison Jr., Xavier Samuel, Kodi Smit-McPhee, Dacre Montgomery, Leon Ford, Kate Mulvany, Gareth Davies, Charles Grounds, Josh McConville, Adam Dunn, Yola, Alton Mason","elvis butler","0","0",
"398","This Is 40","10/04/2023","Romance, Comedy","6","0","0","2012","Judd Apatow","Judd Apatow","Paul Rudd, Leslie Mann, John Lithgow, Megan Fox, Iris Apatow, Maude Apatow, Chris O'Dowd, Jason Segel, Melissa McCarthy, Graham Parker, Albert Brooks, Charlyne Yi, Robert Smigel, Annie Mumolo, Lena Dunham, Ava Sambora, Tom Everett","this is 40","0","0",
"399","The Outfit","14/04/2023","Mystery & thriller, Crime, Drama","6","0","0","2022","Graham Moore","Graham Moore, Johnathan McClain","Mark Rylance, Dylan O'Brien, Zoey Deutch, Johnny Flynn, Nikki Amuka-Bird, Simon Russell Beale, Alan Mehdizadeh","The Outfit","0","0",
"400","Unsane","15/04/2023","Mystery & thriller, Horror","7","0","0","2018","Steven Soderbergh","Jonathan Bernstein, James Greer","Claire Foy, Joshua Leonard, Jay Pharoah, Juno Temple, Amy Irving, Polly McKie, Myra Lucretia Taylor, Gibson Frazier, Aimee Mullins, Colin Woodell",,"0","0",
"401","The Whale","24/04/2023","Drama","7","0","0","2023","Darren Aronofsky","Samuel D. Hunter","Brendan Fraser, Sadie Sink, Hong Chau, Ty Simpkins, Samantha Morton",,"0","0",
"402","Old","28/04/2023","Horror, Mystery & thriller","7","0","0","2021","M. Night Shyamalan","M. Night Shyamalan","Gael García Bernal, Vicky Krieps, Rufus Sewell, Ken Leung, Alex Wolff, Abbey Lee, Nikki Amuka-Bird, Eliza Scanlen, Kathleen Chalfant, Gustaf Hammarsten, Thomasin McKenzie, Embeth Davidtz, Aaron Pierre, Alexa Swinton, Nolan River, Emun Elliott",,"0","0",
"403","Stillwater","12/05/2023","Drama","8","0","0","2021","Tom McCarthy","Tom McCarthy, Marcus Hinchey, Thomas Bidegain, Noé Debré","Matt Damon, Camille Cottin, Abigail Breslin, Lilou Siauvaud, Deanna Dunagan, Idir Azougli, Anne Le Ny, Robert Peters, April Warren, Moussa Maaskri, Justin France, Isabelle Tanakil, Naidra Ayadi",,"0","0",
"404","The Mist","14/05/2023","Horror, Sci-fi, Mystery & thriller","6","0","0","2007","Frank Darabont","Frank Darabont","Thomas Jane, Marcia Gay Harden, Laurie Holden, Andre Braugher, Toby Jones, William Sadler, Jeffrey DeMunn, Frances Sternhagen, Alexa Davalos, Nathan Gamble, Chris Owen, Sam Witwer, Robert C. Treveiler, David Jensen",,"0","0",
"405","Indiana Jones And The Last Crusade","27/05/2023","Adventure, Action","8","0","0","1989","Steven Spielberg","Jeffrey Boam, George Lucas, Menno Meyjes","Harrison Ford, Sean Connery, Denholm Elliott, Alison Doody, John Rhys-Davies, Julian Glover, River Phoenix, Michael Byrne, Kevork Malikyan, Robert Eddison, Richard Young, Alexei Sayle, Alex Hyde-White, Paul Maxwell",,"0","0",
"406","Escape Plan: The Extractors","28/05/2023","Action","6","0","0","2019","John Herzfeld","Miles Chapman","Sylvester Stallone, 50 Cent, Dave Bautista, Zhang Jin, Harry Shum Jr., Devon Sawa, Jaime King, Lydia Hull, Melise, Russell Wong, Daniel Bernhardt, Jeff Chase, Rob De Groot, Holland Herzfeld, Tyler Jon Olson, Tony DeMil",,"0","0",
"407","Scream 6","03/06/2023","Holiday, Horror, Mystery & thriller","8","0","0","2023","Matt Bettinelli-Olpin, Tyler Gillett","James Vanderbilt, Guy Busick","Melissa Barrera, Jenna Ortega, Courteney Cox, Jasmin Savoy Brown, Mason Gooding, Hayden Panettiere, Henry Czerny, Dermot Mulroney, Devyn Nekoda, Josh Segarra, Jack Champion, Liana Liberato, Samara Weaving, Tony Revolori",,"0","0",
"408","Escape Plan","09/06/2023","Action, Mystery & thriller","7","0","0","2013","Mikael Håfström","Miles Chapman, Arnell Jesko","Sylvester Stallone, Arnold Schwarzenegger, Jim Caviezel, 50 Cent, Sam Neill, Vinnie Jones, Faran Tahir, Vincent D'Onofrio, Amy Ryan, Graham Beckel, Matt Gerald, Caitriona Balfe, David Joseph Martinez, Christian Stokes","Escape Plan 2013 Mikael Hafstrom","0","0",
"409","Kill Boksoon","11/06/2023","Action, Mystery & thriller","7","0","0","2023","Byeon Seonghyeon","Byeon Seonghyeon","Jeon Do-yeon, Sul Kyung-gu, E Som, Koo Kyo-hwan, Kim Si-ah, Kim Sung-oh, Lee Yeon, Choi Byung-mo, Kim Ki-cheon, Jang In-sub",,"0","0",
"410","Mr Church","16/06/2023","Comedy, Drama","7","0","0","2016","Bruce Beresford","Susan McMartin","Eddie Murphy, Britt Robertson, Xavier Samuel, Natascha McElhone, Lucy Fry, Christian Madsen, Mckenna Grace, Natalie Coughlin, Madison Wolfe, Lincoln Melcher, Kathleen McMartin",,"0","0",
"411","She Said","18/06/2023","Drama","7","0","0","2022","Maria Schrader","Rebecca Lenkiewicz","Carey Mulligan, Zoe Kazan, Patricia Clarkson, Andre Braugher, Jennifer Ehle, Samantha Morton, Angela Yeoh, Ashley Judd, Tom Pelphrey, Adam Shapiro, Sean Cullen, Emma O'Connor, Anastasia Barzee, John Mazurek, Justine Colan, Wesley Holloway, Elle Graham, Maren Heary, Keilly McQuail",,"0","0",
"412","The Walk","25/06/2023","Biography, Drama, Adventure","8","0","0","2015","Robert Zemeckis","Robert Zemeckis, Christopher Browne","Joseph Gordon-Levitt, Ben Kingsley, Charlotte Le Bon, James Badge Dale, Clément Sibony, César Domboy, Benedict Samuel, Ben Schwartz, Steve Valentine, Mark Camacho","The walk Charlotte Le Bon","0","0",
"413","Two For The Money","09/07/2023","Drama","7","0","0","2005","D.J. Caruso","Dan Gilroy","Al Pacino, Matthew McConaughey, Rene Russo, Armand Assante, Jeremy Piven, Jaime King, Kevin Chapman, Ralph Garman, Gedde Watanabe, Carly Pope, Charles Carroll, Gerard Plunkett, Craig Veroni, James Kirk, Chrislyn Austin",,"0","0",
"414","Don’t Worry Darling","13/07/2023","Mystery & thriller","7","0","0","2022","Olivia Wilde","Katie Silberman","Florence Pugh, Harry Styles, Olivia Wilde, Gemma Chan, KiKi Layne, Chris Pine, Nick Kroll, Douglas Smith, Timothy Simons, Kate Berlant",,"0","0",
"415","Guardians Of The Galaxy",,"Sci-fi, Adventure, Action, Fantasy, Comedy","7","0","0","2014","James Gunn","James Gunn, Nicole Perlman","Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel, Bradley Cooper, Lee Pace, Michael Rooker, Karen Gillan, Djimon Hounsou, Benicio del Toro, John C. Reilly, Glenn Close, Laura Haddock, Sean Gunn, Peter Serafinowicz, Christopher Fairbank","https://www.rottentomatoes.com/m/guardians_of_the_galaxy","0","0",
"416","The Menu","22/07/2023","Horror, Mystery & thriller, Comedy","8","0","0","2022","Mark Mylod","Seth Reiss, Will Tracy","Ralph Fiennes, Anya Taylor-Joy, Nicholas Hoult, Hong Chau, Janet McTeer, Judith Light, Reed Birney, Paul Adelstein, Aimee Carrero, Arturo Castro, Mark St. Cyr, Rob Yang, John Leguizamo",,"0","0",
"417","True Lies","30/07/2023","Action, Comedy","7","0","0","1994","James Cameron","James Cameron","Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold, Bill Paxton, Tia Carrere, Art Malik, Eliza Dushku, Grant Heslov, Charlton Heston",,"0","0",
"418","Amsterdam","05/08/2023","Comedy, Mystery & thriller, Crime, Drama","8","0","0","2022","David O. Russell","David O. Russell","Christian Bale, Margot Robbie, John David Washington, Chris Rock, Anya Taylor-Joy, Zoe Saldana, Mike Myers, Michael Shannon, Timothy Olyphant, Andrea Riseborough, Taylor Swift, Matthias Schoenaerts, Alessandro Nivola, Rami Malek, Robert De Niro",,"0","0",
"423","Poisoned","20/08/2023","Documentary","7","0","0","2023","Stephanie Soechtig","Jeff Benedict, Jeff Benedict","Darin Detwiler","https://www.rottentomatoes.com/m/poisoned_the_dirty_truth_about_your_food","0","0",
"422","A History Of Violence","16/08/2023","Drama, Mystery & thriller","7","0","0","2005","David Cronenberg","Josh Olson","Viggo Mortensen, Maria Bello, William Hurt, Ashton Holmes, Stephen McHattie, Peter MacNeill, Ed Harris, Heidi Hayes, Greg Bryk, Steve Arbuckle, Sumela Kay, Morgan Kelly, Connor Price, Evan Rose, Kyle Schmid",,"0","0",
"421","Air","19/08/2023","Drama, Sports","7","0","0","2023","Ben Affleck","Alex Convery","Matt Damon, Ben Affleck, Jason Bateman, Viola Davis, Chris Messina, Gustaf Skarsgård, Marlon Wayans, Chris Tucker, Jessica Green, Matt Maher, Julius Tennon",,"0","0",
"424","The Tender Bar","27/08/2023","Comedy, Drama","7","0","0","2022","George Clooney","William Monahan","Ben Affleck, Tye Sheridan, Lily Rabe, Christopher Lloyd, Max Martini, Rhenzy Feliz, Briana Middleton, Max Casella, Sondra James, Michael Braun, Daniel Ranieri, Matthew Delamater, Ivan Leung, Daniel Ranieri, Shannon Collis",,"0","0",
"425","Moon","30/08/2023","Sci-fi, Mystery & thriller","7","0","0","2009","Duncan Jones","Nathan Parker","Sam Rockwell, Dominique McElligott, Kaya Scodelario, Benedict Wong, Matt Berry, Malcolm Stewart, Kevin Spacey, Robin Chalk",,"0","0",
"426","John Wick: Chapter 4","04/09/2023","Action, Mystery & thriller","9","0","0","2023","Chad Stahelski","Shay Hatten, Michael Finch","Keanu Reeves, Donnie Yen, Bill Skarsgård, Laurence Fishburne, Hiroyuki Sanada, Shamier Anderson, Lance Reddick, Rina Sawayama, Scott Adkins, Ian McShane, Marko Zaror, Natalia Tena, Aimée Kwan, Clancy Brown",,"0","0",
"427","Babylon","07/09/2023","Comedy, Drama","8","0","0","2022","Damien Chazelle","Damien Chazelle","Brad Pitt, Margot Robbie, Diego Calva, Jean Smart, Jovan Adepo, Li Jun Li, P.J. Byrne, Lukas Haas, Olivia Hamilton, Tobey Maguire, Max Minghella, Rory Scovel, Katherine Waterston, Flea, Jeff Garlin, Eric Roberts, Ethan Suplee, Samara Weaving, Olivia Wilde, Spike Jonze",,"0","0",
"428","Guardians Of The Galaxy Vol.3","09/09/2023","Sci-fi, Adventure, Action, Fantasy, Comedy","8","0","0","2023","James Gunn","James Gunn","Chris Pratt, Zoe Saldana, Dave Bautista, Karen Gillan, Pom Klementieff, Vin Diesel, Bradley Cooper, Sean Gunn, Chukwudi Iwuji, Will Poulter, Maria Bakalova, Sylvester Stallone, Elizabeth Debicki, Daniela Melchior, Nico Santos, Giovannie Cruz",,"0","0",
"429","Barbie","23/09/2023","Comedy","7","0","0","2023","Greta Gerwig","Greta Gerwig, Noah Baumbach","Margot Robbie, Ryan Gosling, America Ferrera, Kate McKinnon, Issa Rae, Rhea Perlman, Will Ferrell, John Cena, Michael Cera, Ariana Greenblatt, Ana Cruz Kayne, Emma Mackey, Hari Nef, Alexandra Shipp, Kingsley Ben-Adir, Simu Liu, Ncuti Gatwa, Scott Evans, Jamie Demetriou, Connor Swindells",,"0","0",
"430","See How They Run","14/10/2023","Mystery & thriller, Comedy","6","0","0","2022","Tom George","Mark Chappell","Sam Rockwell, Saoirse Ronan, David Oyelowo, Adrien Brody, Ruth Wilson, Reece Shearsmith, Harris Dickinson, Charlie Cooper, Pippa Bennett-Warner, Pearl Chanda, Sian Clifford, Jacob Fortune-Lloyd, Shirley Henderson",,"0","0",
"431","The House That Jack Built","22/10/2023","Mystery & thriller, Crime, Drama","7","0","0","2018","Lars von Trier","Lars von Trier","Matt Dillon, Bruno Ganz, Uma Thurman, Siobhan Fallon Hogan, Sofie Gråbøl, Riley Keough, Jeremy Davies, Ed Speleers, David Bailie, Yoo Ji-tae, Marijana Jankovic, Johannes Kuhnke",,"0","0",
"433","Dungeons And Dragons: Honour Amongst Thieves","06/11/2023","Fantasy, Adventure, Action, Comedy","7","0","0","2023","Jonathan M. Goldstein, John Francis Daley","Jonathan M. Goldstein, John Francis Daley, Michael Gilio, Chris McKay","Chris Pine, Michelle Rodriguez, Regé-Jean Page, Justice Smith, Sophia Lillis, Chloe Coleman, Daisy Head, Hugh Grant, Jason Wong",,"0","0",
"434","The Informer","10/11/2023","Mystery & thriller, Crime, Drama","8","0","0","2019","Andrea Di Stefano","Matthew Cook, Rowan Joffe, Andrea Di Stefano","Joel Kinnaman, Rosamund Pike, Clive Owen, Common, Ana de Armas, Martin McCann, Eugene Lipinski, Valeria Vereau",,"0","0",
"435","The Bachelors","11/11/2023","Comedy, Drama","9","0","0","2017","Kurt Voelker","Kurt Voelker","J.K. Simmons, Julie Delpy, Josh Wiggins, Odeya Rush, Kevin Dunn, Charlie DePew, Tyrel Jackson Williams, Kitana Turnbull, Tom Amandes, Spencer List, Jacqueline Mazarella, Kimberly Crandall","https://www.rottentomatoes.com/m/the_bachelors_2017","0","0",
"436","A Trip To Infinity","16/11/2023","Documentary","8","0","0","2022","Jonathan Halperin, Drew Takahashi","Jonathan Halperin, Alex Ricciardi","None",,"0","0",
"437","Knock At The Cabin","19/11/2023","Mystery & thriller, Drama","7","0","0","2023","M. Night Shyamalan","M. Night Shyamalan, Steve Desmond, Michael Sherman","Dave Bautista, Jonathan Groff, Ben Aldridge, Nikki Amuka-Bird, Kristen Cui, Abby Quinn, Rupert Grint",,"0","0",
"438","Harry Potter 2","25/11/2023","Kids & family, Fantasy, Adventure","7","0","0","2002","Chris Columbus","Steve Kloves, J.K. Rowling","Daniel Radcliffe, Rupert Grint, Emma Watson, Kenneth Branagh, John Cleese, Robbie Coltrane, Warwick Davis, Richard Griffiths, Richard Harris, Jason Isaacs, Alan Rickman, Fiona Shaw, Maggie Smith, Julie Walters, Shirley Henderson, Julian Glover, Miriam Margolyes, Mark Williams, Toby Jones, Bonnie Wright","https://www.rottentomatoes.com/m/harry_potter_and_the_chamber_of_secrets","0","0",
"439","Anelka: Misunderstood","30/11/2023","Documentary, Sports & fitness","6","0","0","2019","Franck Nataf","Franck Nataf","Nicolas Anelka",,"0","0",
"440","Harry Potter 3","02/12/2023","Kids & family, Fantasy, Adventure","8","0","0","2004","Alfonso Cuarón","J.K. Rowling, Steve Kloves","Daniel Radcliffe, Rupert Grint, Emma Watson, Gary Oldman, David Thewlis, Michael Gambon, Alan Rickman, Maggie Smith, Robbie Coltrane, Tom Felton, Emma Thompson, Julie Walters, Timothy Spall, Julie Christie, Peter Best, David Bradley, Alfred Enoch, Pam Ferris, Dawn French, Jimmy Gardner","https://www.rottentomatoes.com/m/harry_potter_and_the_prisoner_of_azkaban","0","0",
"441","Harry Potter 4","05/12/2023","Fantasy, Adventure","7","0","0","2005","Mike Newell","Steve Kloves, J.K. Rowling","Daniel Radcliffe, Rupert Grint, Emma Watson, Robbie Coltrane, Ralph Fiennes, Michael Gambon, Brendan Gleeson, Jason Isaacs, Gary Oldman, Miranda Richardson, Alan Rickman, Maggie Smith, Timothy Spall, Frances de la Tour, Predrag Bjelac, David Bradley, Warwick Davis, Tom Felton, Robert Hardy, Shirley Henderson","https://www.rottentomatoes.com/m/harry_potter_and_the_goblet_of_fire","0","0",
"442","Leave The World Behind","10/12/2023","Mystery & thriller, Drama","6","0","0","2023","Sam Esmail","Sam Esmail","Julia Roberts, Mahershala Ali, Ethan Hawke, Myha'la Herrold, Kevin Bacon, Farrah Mackenzie, Charles Evans, Vanessa Aspillaga",,"0","0",
"444","The Wonderful Story Of Henry Sugar","12/12/2023","Comedy, Drama","5","0","0","2023","Wes Anderson","Wes Anderson","Benedict Cumberbatch, Ralph Fiennes, Ben Kingsley, Dev Patel, Richard Ayoade",,"0","0",
"445","Blackberry","15/12/2023","Comedy, Drama, History","6","0","0","2023","Matt Johnson","Matt Johnson, Matt Miller","Jay Baruchel, Glenn Howerton, Matt Johnson, Rich Sommer, Michael Ironside, Martin Donovan, Michelle Giroux, SungWon Cho, Mark Critch, Saul Rubinek, Cary Elwes",,"0","0",
"446","Death Note","19/12/2023","Horror, Mystery & thriller","6","0","0","2017","Adam Wingard","Charley Parlapanides, Vlas Parlapanides, Jeremy Slater","Nat Wolff, Margaret Qualley, LaKeith Stanfield, Willem Dafoe, Paul Nakauchi, Shea Whigham, Masi Oka, Michael Shamus Wiles, Paul McGillion",,"0","0",
"447","Crazy Stupid Love","23/12/2023","Romance, Comedy","8","0","0","2011","Glenn Ficarra, John Requa","Dan Fogelman","Steve Carell, Ryan Gosling, Julianne Moore, Emma Stone, Lio Tipton, Jonah Bobo, Joey King, Marisa Tomei, Beth Littleford, John Carroll Lynch, Kevin Bacon, Liza Lapira, Josh Groban, Mekia Cox, Julianna Guill, Zayne Emory","https://www.rottentomatoes.com/m/crazy_stupid_love_2011","0","0",
"448","Harry Potter 5","27/12/2023","Fantasy, Adventure","7","0","0","2007","David Yates","Michael Goldenberg","Daniel Radcliffe, Rupert Grint, Emma Watson, Helena Bonham Carter, Robbie Coltrane, Michael Gambon, Gary Oldman, Imelda Staunton, Richard Griffiths, Jason Isaacs, Alan Rickman, Fiona Shaw, Maggie Smith, Timothy Spall, David Thewlis, Emma Thompson, Julie Walters, Harry Melling, Mark Williams","https://www.rottentomatoes.com/m/harry_potter_and_the_order_of_the_phoenix","0","0",
"449","50/50","30/12/2023","Comedy, Drama, Romance","6","0","0","2011","Jonathan Levine","Will Reiser","Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard, Philip Baker Hall, Anjelica Huston, Serge Houde, Andrew Airlie",,"0","0",
"450","Reptile","31/12/2023","Crime, Drama","8","0","0","2023","Grant Singer","Benjamin Brewer, Grant Singer, Benicio del Toro","Benicio del Toro, Justin Timberlake, Eric Bogosian, Alicia Silverstone, Domenick Lombardozzi, Frances Fisher, Ato Essandoh, Michael Pitt, Karl Glusman, Matilda Anna Ingrid Lutz",,"0","0",
"451","The Killer","01/01/2024","Mystery & thriller, Drama, Action, Adventure, Crime","7","0","0","2023","David Fincher","Andrew Kevin Walker","Michael Fassbender, Charles Parnell, Arliss Howard, Tilda Swinton, Kerry O'Malley, Monique Ganderton, Lacey Dover, Sala Baker, Sophie Charlotte",,"0","0",
"452","Harry Potter 6","04/01/2024","Fantasy, Adventure","6","0","0","2009","David Yates","Steve Kloves","Daniel Radcliffe, Rupert Grint, Emma Watson, Helena Bonham Carter, Jim Broadbent, Robbie Coltrane, Michael Gambon, Alan Rickman, Maggie Smith, Timothy Spall, David Thewlis, David Bradley, Warwick Davis, Tom Felton, Julie Walters, Jessie Cave, Frank Dillane, Matthew Lewis, Evanna Lynch, Helen McCrory","https://www.rottentomatoes.com/m/harry_potter_and_the_half_blood_prince","0","0",
"453","The Whole Nine Yards","06/01/2024","Comedy","7","0","0","2000","Jonathan Lynn","Mitchell Kapner","Bruce Willis, Matthew Perry, Rosanna Arquette, Michael Clarke Duncan, Natasha Henstridge, Amanda Peet, Kevin Pollak, Harland Williams",,"0","0",
"454","Extraction 2","13/01/2024","Action, Mystery & thriller","7","0","0","2023","Sam Hargrave","Ande Parks, Joe Russo, Anthony Russo","Chris Hemsworth, Golshifteh Farahani, Tornike Gogrichiani, Adam Bessa, Daniel Bernhardt, Tinatin Dalakishvili, Rudhraksh Jaiswal, Sinead Phelps, Tornike Bziava",,"0","0",
"455","Get Out","17/01/2024","Horror, Mystery & thriller, Comedy","8","0","0","2017","Jordan Peele","Jordan Peele","Daniel Kaluuya, Allison Williams, Catherine Keener, Bradley Whitford, Caleb Landry Jones, Marcus Henderson, Betty Gabriel, LaKeith Stanfield, Stephen Root, Lil Rel Howery, Ashley LeConte Campbell, John Wilmot, Caren L. Larkey, Julie Ann Doan, Rutherford Cravens, Geraldine Singer",,"0","0",
"456","Maestro","02/02/2024","Biography, Drama, Romance, Music, Lgbtq+","5","0","0","2023","Bradley Cooper","Josh Singer, Bradley Cooper","Bradley Cooper, Carey Mulligan, Matt Bomer, Maya Hawke, Sarah Silverman, Josh Hamilton, Scott Ellis, Sam Nivola, Alexa Swinton, Miriam Shor",,"0","0",
"457","Broker","04/02/2024","Drama","8","0","0","2022","Hirokazu Koreeda","Hirokazu Koreeda, Hirokazu Koreeda","Song Kang-ho, Gang Dong-won, Bae Doo-na, Lee Ji-eun, Lee Joo-Young, Kang Gil-woo",,"0","0",
